claim_no,Occurrence,Development,Incurred
1616,18,23,228778.216210648
1616,18,24,228778.216210648
1616,18,25,228778.216210648
1617,18,0,104584.711611184
1617,18,1,104584.711611184
1617,18,2,114024.904875164
1617,18,3,114024.904875164
1617,18,4,138562.097319754
1617,18,5,138562.097319754
1617,18,6,138562.097319754
1617,18,7,138562.097319754
1617,18,8,143831.17983951
1617,18,9,139516.345155739
1617,18,10,139516.345155739
1617,18,11,139516.345155739
1617,18,12,115871.63111378
1617,18,13,115532.277319231
1617,18,14,115532.277319231
1617,18,15,115532.277319231
1617,18,16,115532.277319231
1617,18,17,115532.277319231
1617,18,18,115532.277319231
1617,18,19,115532.277319231
1617,18,20,115532.277319231
1617,18,21,115532.277319231
1617,18,22,115532.277319231
1617,18,23,115532.277319231
1617,18,24,115532.277319231
1617,18,25,115532.277319231
1618,18,0,6357.51788698071
1618,18,1,6357.51788698071
1618,18,2,4731.64260887735
1618,18,3,4731.64260887735
1618,18,4,4731.64260887735
1618,18,5,4731.64260887735
1618,18,6,4731.64260887735
1618,18,7,4731.64260887735
1618,18,8,4731.64260887735
1618,18,9,4731.64260887735
1618,18,10,4731.64260887735
1618,18,11,4731.64260887735
1618,18,12,4731.64260887735
1618,18,13,4731.64260887735
1618,18,14,4731.64260887735
1618,18,15,4731.64260887735
1618,18,16,4731.64260887735
1618,18,17,4731.64260887735
1618,18,18,4731.64260887735
1618,18,19,4731.64260887735
1618,18,20,4731.64260887735
1618,18,21,4731.64260887735
1618,18,22,4731.64260887735
1618,18,23,4731.64260887735
1618,18,24,4731.64260887735
1618,18,25,4731.64260887735
1619,19,0,37345.7656419569
1619,19,1,37345.7656419569
1619,19,2,37345.7656419569
1619,19,3,37345.7656419569
1619,19,4,37345.7656419569
1619,19,5,41976.2469506942
1619,19,6,38470.3904259492
1619,19,7,185877.27936317498
1619,19,8,185877.27936317498
1619,19,9,185877.27936317498
1619,19,10,174663.11566350597
1619,19,11,159612.794001624
1619,19,12,139293.038591797
1619,19,13,133867.35785987298
1619,19,14,132390.42862117197
1619,19,15,132390.42862117197
1619,19,16,132390.42862117197
1619,19,17,132390.42862117197
1619,19,18,132390.42862117197
1619,19,19,132390.42862117197
1619,19,20,132390.42862117197
1619,19,21,132390.42862117197
1619,19,22,132390.42862117197
1619,19,23,132390.42862117197
1619,19,24,132390.42862117197
1620,19,0,1689.72797658291
1620,19,1,1603.28282278168
1620,19,2,1603.28282278168
1620,19,3,1603.28282278168
1620,19,4,1603.28282278168
1620,19,5,1603.28282278168
1620,19,6,1603.28282278168
1620,19,7,1603.28282278168
1620,19,8,1603.28282278168
1620,19,9,1603.28282278168
1620,19,10,1603.28282278168
1620,19,11,1603.28282278168
1620,19,12,1603.28282278168
1620,19,13,1603.28282278168
1620,19,14,1603.28282278168
1620,19,15,1603.28282278168
1620,19,16,1603.28282278168
1620,19,17,1603.28282278168
1620,19,18,1603.28282278168
1620,19,19,1603.28282278168
1620,19,20,1603.28282278168
1620,19,21,1603.28282278168
1620,19,22,1603.28282278168
1620,19,23,1603.28282278168
1620,19,24,1603.28282278168
1621,18,0,25489.6324209388
1621,18,1,25489.6324209388
1621,18,2,27921.3206318414
1621,18,3,30229.7301826436
1621,18,4,30229.7301826436
1621,18,5,25225.6600541859
1621,18,6,25225.6600541859
1621,18,7,25225.6600541859
1621,18,8,25225.6600541859
1621,18,9,25225.6600541859
1621,18,10,25225.6600541859
1621,18,11,25225.6600541859
1621,18,12,25225.6600541859
1621,18,13,25225.6600541859
1621,18,14,25225.6600541859
1621,18,15,25225.6600541859
1621,18,16,25225.6600541859
1621,18,17,25225.6600541859
1621,18,18,25225.6600541859
1621,18,19,25225.6600541859
1621,18,20,25225.6600541859
1621,18,21,25225.6600541859
1621,18,22,25225.6600541859
1621,18,23,25225.6600541859
1621,18,24,25225.6600541859
1621,18,25,25225.6600541859
1622,20,0,15783.0570463379
1622,20,1,18161.1293861065
1622,20,2,149282.651037313
1622,20,3,133878.133937462
1622,20,4,119995.78563802599
1622,20,5,119995.78563802599
1622,20,6,119995.78563802599
1622,20,7,119995.78563802599
1622,20,8,119995.78563802599
1622,20,9,119995.78563802599
1622,20,10,119995.78563802599
1622,20,11,119995.78563802599
1622,20,12,119995.78563802599
1622,20,13,119995.78563802599
1622,20,14,119995.78563802599
1622,20,15,119995.78563802599
1622,20,16,119995.78563802599
1622,20,17,119995.78563802599
1622,20,18,119995.78563802599
1622,20,19,119995.78563802599
1622,20,20,119995.78563802599
1622,20,21,119995.78563802599
1622,20,22,119995.78563802599
1622,20,23,119995.78563802599
1623,18,0,5451.57328666333
1623,18,1,5451.57328666333
1623,18,2,5451.57328666333
1623,18,3,5451.57328666333
1623,18,4,5451.57328666333
1623,18,5,5451.57328666333
1623,18,6,5451.57328666333
1623,18,7,5451.57328666333
1623,18,8,5451.57328666333
1623,18,9,5451.57328666333
1623,18,10,5451.57328666333
1623,18,11,5451.57328666333
1623,18,12,5451.57328666333
1623,18,13,5451.57328666333
1623,18,14,5451.57328666333
1623,18,15,5451.57328666333
1623,18,16,5451.57328666333
1623,18,17,5451.57328666333
1623,18,18,5451.57328666333
1623,18,19,5451.57328666333
1623,18,20,5451.57328666333
1623,18,21,5451.57328666333
1623,18,22,5451.57328666333
1623,18,23,5451.57328666333
1623,18,24,5451.57328666333
1623,18,25,5451.57328666333
1624,19,0,39328.55871954
1624,19,1,39328.55871954
1624,19,2,39328.55871954
1624,19,3,39328.55871954
1624,19,4,56733.4828523123
1624,19,5,55278.4460720435
1624,19,6,64514.9780784409
1624,19,7,64514.9780784409
1624,19,8,64514.9780784409
1624,19,9,65485.8770298476
1624,19,10,65485.8770298476
1624,19,11,66173.1334220872
1624,19,12,65998.0334960991
1624,19,13,65874.3336896522
1624,19,14,64406.7870550219
1624,19,15,64406.7870550219
1624,19,16,64406.7870550219
1624,19,17,64406.7870550219
1624,19,18,64406.7870550219
1624,19,19,64406.7870550219
1624,19,20,64406.7870550219
1624,19,21,64406.7870550219
1624,19,22,64406.7870550219
1624,19,23,64406.7870550219
1624,19,24,64406.7870550219
1625,18,0,55034.9983764355
1625,18,1,56786.1279972038
1625,18,2,68895.1906603882
1625,18,3,66667.9185220138
1625,18,4,66667.9185220138
1625,18,5,66667.9185220138
1625,18,6,66667.9185220138
1625,18,7,66667.9185220138
1625,18,8,66667.9185220138
1625,18,9,66667.9185220138
1625,18,10,66667.9185220138
1625,18,11,66667.9185220138
1625,18,12,66667.9185220138
1625,18,13,66667.9185220138
1625,18,14,66667.9185220138
1625,18,15,66667.9185220138
1625,18,16,66667.9185220138
1625,18,17,66667.9185220138
1625,18,18,66667.9185220138
1625,18,19,66667.9185220138
1625,18,20,66667.9185220138
1625,18,21,66667.9185220138
1625,18,22,66667.9185220138
1625,18,23,66667.9185220138
1625,18,24,66667.9185220138
1625,18,25,66667.9185220138
1626,18,0,85112.0254592359
1626,18,1,85112.0254592359
1626,18,2,85112.0254592359
1626,18,3,85112.0254592359
1626,18,4,88533.86986494
1626,18,5,88533.86986494
1626,18,6,74125.231894014
1626,18,7,77525.0666787544
1626,18,8,62928.5026696049
1626,18,9,63519.2201986729
1626,18,10,63519.2201986729
1626,18,11,63519.2201986729
1626,18,12,63519.2201986729
1626,18,13,63519.2201986729
1626,18,14,63519.2201986729
1626,18,15,63519.2201986729
1626,18,16,63519.2201986729
1626,18,17,63519.2201986729
1626,18,18,63519.2201986729
1626,18,19,63519.2201986729
1626,18,20,63519.2201986729
1626,18,21,63519.2201986729
1626,18,22,63519.2201986729
1626,18,23,63519.2201986729
1626,18,24,63519.2201986729
1626,18,25,63519.2201986729
1627,19,0,10871.3568898718
1627,19,1,10871.3568898718
1627,19,2,15082.5340364694
1627,19,3,15082.5340364694
1627,19,4,15082.5340364694
1627,19,5,15082.5340364694
1627,19,6,15082.5340364694
1627,19,7,15082.5340364694
1627,19,8,15082.5340364694
1627,19,9,15082.5340364694
1627,19,10,15082.5340364694
1627,19,11,15082.5340364694
1627,19,12,15082.5340364694
1627,19,13,15082.5340364694
1627,19,14,15082.5340364694
1627,19,15,15082.5340364694
1627,19,16,15082.5340364694
1627,19,17,15082.5340364694
1627,19,18,15082.5340364694
1627,19,19,15082.5340364694
1627,19,20,15082.5340364694
1627,19,21,15082.5340364694
1627,19,22,15082.5340364694
1627,19,23,15082.5340364694
1627,19,24,15082.5340364694
1628,20,0,32613.4631069197
1628,20,1,32613.4631069197
1628,20,2,32613.4631069197
1628,20,3,36700.3468062659
1628,20,4,36700.3468062659
1628,20,5,36700.3468062659
1628,20,6,36700.3468062659
1628,20,7,36700.3468062659
1628,20,8,36700.3468062659
1628,20,9,33998.2849201107
1628,20,10,33496.0402711239
1628,20,11,195969.321068065
1628,20,12,188776.440299243
1628,20,13,184284.968967732
1628,20,14,184284.968967732
1628,20,15,184284.968967732
1628,20,16,184284.968967732
1628,20,17,184284.968967732
1628,20,18,184284.968967732
1628,20,19,184284.968967732
1628,20,20,184284.968967732
1628,20,21,184284.968967732
1628,20,22,184284.968967732
1628,20,23,184284.968967732
1629,19,0,49037.756459076
1629,19,1,49037.756459076
1629,19,2,46269.6290115435
1629,19,3,44956.2491744663
1629,19,4,44956.2491744663
1629,19,5,46020.4484894698
1629,19,6,225021.396878186
1629,19,7,225021.396878186
1629,19,8,216963.507204886
1629,19,9,216963.507204886
1629,19,10,216963.507204886
1629,19,11,216963.507204886
1629,19,12,216963.507204886
1629,19,13,214729.215667371
1629,19,14,214729.215667371
1629,19,15,214729.215667371
1629,19,16,214729.215667371
1629,19,17,214729.215667371
1629,19,18,214729.215667371
1629,19,19,214729.215667371
1629,19,20,214729.215667371
1629,19,21,214729.215667371
1629,19,22,214729.215667371
1629,19,23,214729.215667371
1629,19,24,214729.215667371
1630,19,0,6138.54235509745
1630,19,1,6138.54235509745
1630,19,2,41579.7933089401
1630,19,3,41579.7933089401
1630,19,4,40576.5728649935
1630,19,5,40576.5728649935
1630,19,6,40044.3069630792
1630,19,7,40044.3069630792
1630,19,8,40044.3069630792
1630,19,9,40044.3069630792
1630,19,10,40044.3069630792
1630,19,11,40044.3069630792
1630,19,12,40044.3069630792
1630,19,13,40044.3069630792
1630,19,14,40044.3069630792
1630,19,15,40044.3069630792
1630,19,16,40044.3069630792
1630,19,17,40044.3069630792
1630,19,18,40044.3069630792
1630,19,19,40044.3069630792
1630,19,20,40044.3069630792
1630,19,21,40044.3069630792
1630,19,22,40044.3069630792
1630,19,23,40044.3069630792
1630,19,24,40044.3069630792
1631,19,0,9392.68002452244
1631,19,1,9392.68002452244
1631,19,2,12031.4688337114
1631,19,3,12000.3475332477
1631,19,4,12000.3475332477
1631,19,5,59815.9958429798
1631,19,6,59815.9958429798
1631,19,7,159316.17095214
1631,19,8,159316.17095214
1631,19,9,159316.17095214
1631,19,10,146791.059010121
1631,19,11,146791.059010121
1631,19,12,146791.059010121
1631,19,13,145825.833200004
1631,19,14,145825.833200004
1631,19,15,145825.833200004
1631,19,16,145825.833200004
1631,19,17,145825.833200004
1631,19,18,145825.833200004
1631,19,19,145825.833200004
1631,19,20,145825.833200004
1631,19,21,145825.833200004
1631,19,22,145825.833200004
1631,19,23,145825.833200004
1631,19,24,145825.833200004
1632,20,0,10454.0938278964
1632,20,1,14224.8595542992
1632,20,2,16561.756438406
1632,20,3,16561.756438406
1632,20,4,16561.756438406
1632,20,5,16671.5934722235
1632,20,6,16671.5934722235
1632,20,7,16671.5934722235
1632,20,8,16671.5934722235
1632,20,9,16671.5934722235
1632,20,10,16671.5934722235
1632,20,11,16671.5934722235
1632,20,12,16671.5934722235
1632,20,13,16671.5934722235
1632,20,14,16671.5934722235
1632,20,15,16671.5934722235
1632,20,16,16671.5934722235
1632,20,17,16671.5934722235
1632,20,18,16671.5934722235
1632,20,19,16671.5934722235
1632,20,20,16671.5934722235
1632,20,21,16671.5934722235
1632,20,22,16671.5934722235
1632,20,23,16671.5934722235
1633,20,0,100767.543507732
1633,20,1,100767.543507732
1633,20,2,100767.543507732
1633,20,3,100767.543507732
1633,20,4,100767.543507732
1633,20,5,100767.543507732
1633,20,6,100767.543507732
1633,20,7,100767.543507732
1633,20,8,100767.543507732
1633,20,9,100767.543507732
1633,20,10,100767.543507732
1633,20,11,100767.543507732
1633,20,12,100767.543507732
1633,20,13,80173.9198035048
1633,20,14,80173.9198035048
1633,20,15,80173.9198035048
1633,20,16,80173.9198035048
1633,20,17,80173.9198035048
1633,20,18,80173.9198035048
1633,20,19,80173.9198035048
1633,20,20,80173.9198035048
1633,20,21,80173.9198035048
1633,20,22,80173.9198035048
1633,20,23,80173.9198035048
1634,18,0,17970.6356619999
1634,18,1,17970.6356619999
1634,18,2,17970.6356619999
1634,18,3,17970.6356619999
1634,18,4,17970.6356619999
1634,18,5,20817.9763666189
1634,18,6,21274.8381749027
1634,18,7,102590.749419365
1634,18,8,271054.522613797
1634,18,9,271054.522613797
1634,18,10,271054.522613797
1634,18,11,271054.522613797
1634,18,12,271054.522613797
1634,18,13,230853.83120017397
1634,18,14,226861.13526118197
1634,18,15,226861.13526118197
1634,18,16,226861.13526118197
1634,18,17,226861.13526118197
1634,18,18,226861.13526118197
1634,18,19,226861.13526118197
1634,18,20,226861.13526118197
1634,18,21,226861.13526118197
1634,18,22,226861.13526118197
1634,18,23,226861.13526118197
1634,18,24,226861.13526118197
1634,18,25,226861.13526118197
1635,18,0,81929.4152799966
1635,18,1,81929.4152799966
1635,18,2,81929.4152799966
1635,18,3,123271.732150961
1635,18,4,123271.732150961
1635,18,5,123271.732150961
1635,18,6,119333.727218281
1635,18,7,119333.727218281
1635,18,8,119333.727218281
1635,18,9,119333.727218281
1635,18,10,119333.727218281
1635,18,11,112982.001195039
1635,18,12,112432.848119609
1635,18,13,112432.848119609
1635,18,14,112432.848119609
1635,18,15,112432.848119609
1635,18,16,112432.848119609
1635,18,17,112432.848119609
1635,18,18,112432.848119609
1635,18,19,112432.848119609
1635,18,20,112432.848119609
1635,18,21,112432.848119609
1635,18,22,112432.848119609
1635,18,23,112432.848119609
1635,18,24,112432.848119609
1635,18,25,112432.848119609
1636,18,0,6490.61777571031
1636,18,1,6490.61777571031
1636,18,2,6490.61777571031
1636,18,3,6490.61777571031
1636,18,4,6980.930317035
1636,18,5,6980.930317035
1636,18,6,6980.930317035
1636,18,7,6980.930317035
1636,18,8,42734.2526120198
1636,18,9,42734.2526120198
1636,18,10,42734.2526120198
1636,18,11,42734.2526120198
1636,18,12,42734.2526120198
1636,18,13,42734.2526120198
1636,18,14,38576.3472657177
1636,18,15,97078.7726159217
1636,18,16,97078.7726159217
1636,18,17,96265.763472258
1636,18,18,96265.763472258
1636,18,19,96265.763472258
1636,18,20,96265.763472258
1636,18,21,96265.763472258
1636,18,22,96265.763472258
1636,18,23,96265.763472258
1636,18,24,96265.763472258
1636,18,25,96265.763472258
1637,20,0,24186.2233722028
1637,20,1,24186.2233722028
1637,20,2,25925.8596545802
1637,20,3,25925.8596545802
1637,20,4,30542.5805154034
1637,20,5,186320.570231786
1637,20,6,186320.570231786
1637,20,7,178200.243998997
1637,20,8,492652.953906153
1637,20,9,452024.127176104
1637,20,10,452024.127176104
1637,20,11,452024.127176104
1637,20,12,452024.127176104
1637,20,13,452024.127176104
1637,20,14,452024.127176104
1637,20,15,452024.127176104
1637,20,16,452024.127176104
1637,20,17,452024.127176104
1637,20,18,452024.127176104
1637,20,19,452024.127176104
1637,20,20,452024.127176104
1637,20,21,452024.127176104
1637,20,22,452024.127176104
1637,20,23,452024.127176104
1638,19,0,17794.8875248372
1638,19,1,17794.8875248372
1638,19,2,20221.1546723205
1638,19,3,20067.5107834299
1638,19,4,20067.5107834299
1638,19,5,20067.5107834299
1638,19,6,20067.5107834299
1638,19,7,20067.5107834299
1638,19,8,20067.5107834299
1638,19,9,20067.5107834299
1638,19,10,20067.5107834299
1638,19,11,20067.5107834299
1638,19,12,20067.5107834299
1638,19,13,20067.5107834299
1638,19,14,20067.5107834299
1638,19,15,20067.5107834299
1638,19,16,20067.5107834299
1638,19,17,20067.5107834299
1638,19,18,20067.5107834299
1638,19,19,20067.5107834299
1638,19,20,20067.5107834299
1638,19,21,20067.5107834299
1638,19,22,20067.5107834299
1638,19,23,20067.5107834299
1638,19,24,20067.5107834299
1639,19,0,354755.062111818
1639,19,1,354755.062111818
1639,19,2,354755.062111818
1639,19,3,354755.062111818
1639,19,4,354755.062111818
1639,19,5,354755.062111818
1639,19,6,354755.062111818
1639,19,7,354755.062111818
1639,19,8,354755.062111818
1639,19,9,354755.062111818
1639,19,10,354755.062111818
1639,19,11,354755.062111818
1639,19,12,335935.063043821
1639,19,13,269245.825166754
1639,19,14,269245.825166754
1639,19,15,269245.825166754
1639,19,16,268353.141400449
1639,19,17,268353.141400449
1639,19,18,268353.141400449
1639,19,19,268353.141400449
1639,19,20,268353.141400449
1639,19,21,231674.639924408
1639,19,22,231674.639924408
1639,19,23,231674.639924408
1639,19,24,231674.639924408
1640,19,0,110336.349192326
1640,19,1,110336.349192326
1640,19,2,110336.349192326
1640,19,3,110336.349192326
1640,19,4,110336.349192326
1640,19,5,110336.349192326
1640,19,6,110336.349192326
1640,19,7,127275.31793484
1640,19,8,127275.31793484
1640,19,9,139473.537603626
1640,19,10,137121.998123302
1640,19,11,126990.322876651
1640,19,12,113863.106215959
1640,19,13,109574.152143786
1640,19,14,109574.152143786
1640,19,15,109574.152143786
1640,19,16,109574.152143786
1640,19,17,109574.152143786
1640,19,18,109574.152143786
1640,19,19,109574.152143786
1640,19,20,109574.152143786
1640,19,21,109574.152143786
1640,19,22,109574.152143786
1640,19,23,109574.152143786
1640,19,24,109574.152143786
1641,18,0,15002.0358350636
1641,18,1,15002.0358350636
1641,18,2,18058.3578909132
1641,18,3,20809.8978685416
1641,18,4,21679.1484844862
1641,18,5,20914.6694264211
1641,18,6,20914.6694264211
1641,18,7,20968.206182143
1641,18,8,20968.206182143
1641,18,9,20600.3921293079
1641,18,10,20600.3921293079
1641,18,11,20600.3921293079
1641,18,12,20600.3921293079
1641,18,13,20600.3921293079
1641,18,14,20600.3921293079
1641,18,15,20600.3921293079
1641,18,16,20600.3921293079
1641,18,17,20600.3921293079
1641,18,18,20600.3921293079
1641,18,19,20600.3921293079
1641,18,20,20600.3921293079
1641,18,21,20600.3921293079
1641,18,22,20600.3921293079
1641,18,23,20600.3921293079
1641,18,24,20600.3921293079
1641,18,25,20600.3921293079
1642,19,0,56093.9650833463
1642,19,1,56093.9650833463
1642,19,2,56093.9650833463
1642,19,3,74593.7110347448
1642,19,4,74593.7110347448
1642,19,5,74593.7110347448
1642,19,6,74593.7110347448
1642,19,7,74593.7110347448
1642,19,8,74593.7110347448
1642,19,9,75467.0250481759
1642,19,10,77810.4217215248
1642,19,11,68328.44998752
1642,19,12,69147.8668595608
1642,19,13,69147.8668595608
1642,19,14,69147.8668595608
1642,19,15,69147.8668595608
1642,19,16,69147.8668595608
1642,19,17,69147.8668595608
1642,19,18,69147.8668595608
1642,19,19,69147.8668595608
1642,19,20,69147.8668595608
1642,19,21,69147.8668595608
1642,19,22,69147.8668595608
1642,19,23,69147.8668595608
1642,19,24,69147.8668595608
1643,19,0,44087.8711429635
1643,19,1,44087.8711429635
1643,19,2,44087.8711429635
1643,19,3,44087.8711429635
1643,19,4,43055.1999378489
1643,19,5,47190.6109264557
1643,19,6,47190.6109264557
1643,19,7,47190.6109264557
1643,19,8,41119.4781286242
1643,19,9,41119.4781286242
1643,19,10,41119.4781286242
1643,19,11,41119.4781286242
1643,19,12,41119.4781286242
1643,19,13,41119.4781286242
1643,19,14,41119.4781286242
1643,19,15,41119.4781286242
1643,19,16,41119.4781286242
1643,19,17,41119.4781286242
1643,19,18,41119.4781286242
1643,19,19,41119.4781286242
1643,19,20,41119.4781286242
1643,19,21,41119.4781286242
1643,19,22,41119.4781286242
1643,19,23,41119.4781286242
1643,19,24,41119.4781286242
1644,19,0,34137.9481953446
1644,19,1,34137.9481953446
1644,19,2,34137.9481953446
1644,19,3,34137.9481953446
1644,19,4,204694.672693535
1644,19,5,211601.396659696
1644,19,6,212360.242855225
1644,19,7,200233.909265187
1644,19,8,200233.909265187
1644,19,9,200233.909265187
1644,19,10,200233.909265187
1644,19,11,200233.909265187
1644,19,12,200233.909265187
1644,19,13,200233.909265187
1644,19,14,200233.909265187
1644,19,15,200233.909265187
1644,19,16,200233.909265187
1644,19,17,200233.909265187
1644,19,18,200233.909265187
1644,19,19,200233.909265187
1644,19,20,200233.909265187
1644,19,21,200233.909265187
1644,19,22,200233.909265187
1644,19,23,200233.909265187
1644,19,24,200233.909265187
1645,18,0,10936.4569949249
1645,18,1,12491.8433057883
1645,18,2,13861.91336215
1645,18,3,195375.076847197
1645,18,4,167558.791664506
1645,18,5,147034.878258608
1645,18,6,142370.842506647
1645,18,7,142370.842506647
1645,18,8,142370.842506647
1645,18,9,142370.842506647
1645,18,10,142370.842506647
1645,18,11,142370.842506647
1645,18,12,142370.842506647
1645,18,13,142370.842506647
1645,18,14,142370.842506647
1645,18,15,142370.842506647
1645,18,16,142370.842506647
1645,18,17,142370.842506647
1645,18,18,142370.842506647
1645,18,19,142370.842506647
1645,18,20,142370.842506647
1645,18,21,142370.842506647
1645,18,22,142370.842506647
1645,18,23,142370.842506647
1645,18,24,142370.842506647
1645,18,25,142370.842506647
1646,19,0,1029.71249269
1646,19,1,1029.71249269
1646,19,2,1029.71249269
1646,19,3,1029.71249269
1646,19,4,1029.71249269
1646,19,5,1029.71249269
1646,19,6,1029.71249269
1646,19,7,1029.71249269
1646,19,8,1029.71249269
1646,19,9,1029.71249269
1646,19,10,1029.71249269
1646,19,11,1029.71249269
1646,19,12,1029.71249269
1646,19,13,1029.71249269
1646,19,14,1029.71249269
1646,19,15,1029.71249269
1646,19,16,1029.71249269
1646,19,17,1029.71249269
1646,19,18,1029.71249269
1646,19,19,1029.71249269
1646,19,20,1029.71249269
1646,19,21,1029.71249269
1646,19,22,1029.71249269
1646,19,23,1029.71249269
1646,19,24,1029.71249269
1647,18,0,39133.6812167887
1647,18,1,39133.6812167887
1647,18,2,39133.6812167887
1647,18,3,39133.6812167887
1647,18,4,43782.1360140889
1647,18,5,43782.1360140889
1647,18,6,45989.3346035792
1647,18,7,266642.58797153
1647,18,8,682218.590885345
1647,18,9,711817.461114188
1647,18,10,676810.736546823
1647,18,11,676810.736546823
1647,18,12,639250.137475592
1647,18,13,639250.137475592
1647,18,14,639250.137475592
1647,18,15,628967.983299402
1647,18,16,628967.983299402
1647,18,17,628967.983299402
1647,18,18,628967.983299402
1647,18,19,628967.983299402
1647,18,20,628967.983299402
1647,18,21,628967.983299402
1647,18,22,628967.983299402
1647,18,23,628967.983299402
1647,18,24,628967.983299402
1647,18,25,628967.983299402
1648,19,0,314.189256972475
1648,19,1,286.86741723541
1648,19,2,286.86741723541
1648,19,3,286.86741723541
1648,19,4,286.86741723541
1648,19,5,286.86741723541
1648,19,6,286.86741723541
1648,19,7,286.86741723541
1648,19,8,286.86741723541
1648,19,9,286.86741723541
1648,19,10,286.86741723541
1648,19,11,286.86741723541
1648,19,12,286.86741723541
1648,19,13,286.86741723541
1648,19,14,286.86741723541
1648,19,15,286.86741723541
1648,19,16,286.86741723541
1648,19,17,286.86741723541
1648,19,18,286.86741723541
1648,19,19,286.86741723541
1648,19,20,286.86741723541
1648,19,21,286.86741723541
1648,19,22,286.86741723541
1648,19,23,286.86741723541
1648,19,24,286.86741723541
1649,19,0,27071.0968015341
1649,19,1,27071.0968015341
1649,19,2,27071.0968015341
1649,19,3,30858.3444040294
1649,19,4,34182.5832108217
1649,19,5,41440.5332991037
1649,19,6,41440.5332991037
1649,19,7,267911.27607606
1649,19,8,260972.614385083
1649,19,9,260972.614385083
1649,19,10,260972.614385083
1649,19,11,260972.614385083
1649,19,12,260972.614385083
1649,19,13,230733.395729725
1649,19,14,208028.573344802
1649,19,15,206528.733024875
1649,19,16,206528.733024875
1649,19,17,206528.733024875
1649,19,18,206528.733024875
1649,19,19,206528.733024875
1649,19,20,206528.733024875
1649,19,21,206528.733024875
1649,19,22,206528.733024875
1649,19,23,206528.733024875
1649,19,24,206528.733024875
1650,19,0,2798.74060004224
1650,19,1,2798.74060004224
1650,19,2,2381.58841219144
1650,19,3,20828.8147352087
1650,19,4,20678.2723825677
1650,19,5,20678.2723825677
1650,19,6,20678.2723825677
1650,19,7,20081.7917110709
1650,19,8,20081.7917110709
1650,19,9,20081.7917110709
1650,19,10,20081.7917110709
1650,19,11,20081.7917110709
1650,19,12,20081.7917110709
1650,19,13,20081.7917110709
1650,19,14,20081.7917110709
1650,19,15,20081.7917110709
1650,19,16,20081.7917110709
1650,19,17,20081.7917110709
1650,19,18,20081.7917110709
1650,19,19,20081.7917110709
1650,19,20,20081.7917110709
1650,19,21,20081.7917110709
1650,19,22,20081.7917110709
1650,19,23,20081.7917110709
1650,19,24,20081.7917110709
1651,18,0,50169.1778760944
1651,18,1,50169.1778760944
1651,18,2,50169.1778760944
1651,18,3,89520.8040742756
1651,18,4,484186.904249605
1651,18,5,492684.926145623
1651,18,6,460092.448549661
1651,18,7,458838.367104289
1651,18,8,427209.530746237
1651,18,9,362765.676329401
1651,18,10,362765.676329401
1651,18,11,332952.096877837
1651,18,12,331339.304613241
1651,18,13,331339.304613241
1651,18,14,331339.304613241
1651,18,15,331339.304613241
1651,18,16,331339.304613241
1651,18,17,331339.304613241
1651,18,18,331339.304613241
1651,18,19,331339.304613241
1651,18,20,331339.304613241
1651,18,21,331339.304613241
1651,18,22,331339.304613241
1651,18,23,331339.304613241
1651,18,24,331339.304613241
1651,18,25,331339.304613241
1652,20,0,7981.74107351586
1652,20,1,7981.74107351586
1652,20,2,7981.74107351586
1652,20,3,7981.74107351586
1652,20,4,9456.34193492314
1652,20,5,9456.34193492314
1652,20,6,90047.1184875703
1652,20,7,90047.1184875703
1652,20,8,90047.1184875703
1652,20,9,90047.1184875703
1652,20,10,90047.1184875703
1652,20,11,78046.1805091343
1652,20,12,142018.211384997
1652,20,13,142018.211384997
1652,20,14,139632.865223263
1652,20,15,139632.865223263
1652,20,16,139632.865223263
1652,20,17,139632.865223263
1652,20,18,139632.865223263
1652,20,19,139632.865223263
1652,20,20,139632.865223263
1652,20,21,139632.865223263
1652,20,22,139632.865223263
1652,20,23,139632.865223263
1653,18,0,120931.489970828
1653,18,1,120931.489970828
1653,18,2,120931.489970828
1653,18,3,120931.489970828
1653,18,4,120931.489970828
1653,18,5,120931.489970828
1653,18,6,120931.489970828
1653,18,7,120931.489970828
1653,18,8,120931.489970828
1653,18,9,120931.489970828
1653,18,10,120931.489970828
1653,18,11,120931.489970828
1653,18,12,598763.188657032
1653,18,13,598763.188657032
1653,18,14,598763.188657032
1653,18,15,598763.188657032
1653,18,16,598763.188657032
1653,18,17,598763.188657032
1653,18,18,598763.188657032
1653,18,19,598763.188657032
1653,18,20,598763.188657032
1653,18,21,598763.188657032
1653,18,22,598763.188657032
1653,18,23,598763.188657032
1653,18,24,474927.202968437
1653,18,25,474927.202968437
1654,18,0,91031.8412440156
1654,18,1,91031.8412440156
1654,18,2,91031.8412440156
1654,18,3,91031.8412440156
1654,18,4,104908.981303483
1654,18,5,96315.8432556668
1654,18,6,96315.8432556668
1654,18,7,88824.1334497668
1654,18,8,88824.1334497668
1654,18,9,61298.4581107559
1654,18,10,58614.1459992939
1654,18,11,57934.2594997211
1654,18,12,57934.2594997211
1654,18,13,57934.2594997211
1654,18,14,57934.2594997211
1654,18,15,57934.2594997211
1654,18,16,57934.2594997211
1654,18,17,57934.2594997211
1654,18,18,57934.2594997211
1654,18,19,57934.2594997211
1654,18,20,57934.2594997211
1654,18,21,57934.2594997211
1654,18,22,57934.2594997211
